Source,Heading,Category,URL,Text
Power Transmissiom,Gear Expo is for Gear Buyers,Gears, http://www.powertransmission.com/articles/0917/Gear_Expo_is_for_Gear_Buyers,"SummaryMost of you who read this magazine have a close relationship with gears and gear drives. According to our surveys, 75% of you recommend, specify or buy them. It's a shame, then, that the majority of you will miss Gear Expo (Oct. 24-26 in Columbus, OH) this year."
Power Transmissiom,The Latest Design Technologies For Gear Devices with Great Transmission Ratios,Gears, http://www.powertransmission.com/articles/1214/The_Latest_Design_Technologies_For_Gear_Devices_with_Great_Transmission_Ratios,"SummaryFour types of gear devices with great transmission ratios (simply called great ratio gears or GRGs) are discussed in this paper. They are strain wave gearing devices (SWGs), trochoidal gear reducers (TGRs), hypocyclic gear reducers (HGRs) and James Ferguson-type planetary drives (JFDs). The structures, advantages and basic performances of these four devices are compared. The latest design and strength analysis methods are also introduced. To conclude, the future tendencies of GRGs are predicted."
Power Transmissiom,Applying Open Gear Lubricants,Gears, http://www.powertransmission.com/articles/0212/Applying_Open_Gear_Lubricants,"SummaryWhen selecting an open gear lubricant for use in a particular application, the method of application used must be considered."
Power Transmissiom,The Development of Worm Drives,Gears, http://www.powertransmission.com/articles/0218/The_Development_of_Worm_Drives,SummaryA worm drive is a geared power transmission device in which a worm meshes with a worm gear to transmit power between two non-intersecting shafts that are oriented at a right angle. The worm drive has been an active and challenging topic of technological study since Leonardo da Vinci (1452-1519).
Power Transmissiom,How to Design a Spur-Crown Gear Set,Gears, http://www.powertransmission.com/articles/1013/How_to_Design_a_Spur-Crown_Gear_Set,"SummaryWhen designing a spur-crown pair, is there a formula, guideline or design guide for adapting the spur teeth for the radial angle of the teeth in the crown?"
Power Transmissiom,"Influential Criteria on the Optimization of a Gearbox, with Application to an Automatic Transmission",Gears," http://www.powertransmission.com/articles/0918/Influential_Criteria_on_the_Optimization_of_a_Gearbox,_with_Application_to_an_Automatic_Transmission","Archive > 2018 > September 2018 > Influential Criteria on the Optimization of a Gearbox, with Application to an Automatic Transmission"
Power Transmissiom,Mold Machining Center Maintains Accuracy,Gears, http://www.powertransmission.com/articles/0608/Mold_Machining_Center_Maintains_Accuracy,"The article ""Mold Machining Center Maintains Accuracy"" should appear in the box below, but if you do not see it, you can download it here."
Power Transmissiom,Mapping the World of  Manufacturing,Gears, http://www.powertransmission.com/articles/0818/Mapping_the_World_of__Manufacturing,Archive > 2018 > August 2018 > Mapping the World of  Manufacturing
Power Transmissiom,Analyzing Contact Patterns for UAV Helicopter Transmissions,Gears, http://www.powertransmission.com/articles/0819/Analyzing_Contact_Patterns_for_UAV_Helicopter_Transmissions,"SummaryIn a research project at the Vienna University of Technology, the KISSsoft design software was used to check a new drivetrain concept and the micro-geometry of the bevel gear stage for a UAV (unmanned aerial vehicle)."
Power Transmissiom,MPT Expo Showstoppers,Gears, http://www.powertransmission.com/articles/0919/MPT_Expo_Showstoppers,"The article ""MPT Expo Showstoppers"" should appear in the box below, but if you do not see it, you can download it here."
Power Transmissiom,Considerations for Gearmaking in Wind Turbine Applications,Gears, http://www.powertransmission.com/articles/0610/Considerations_for_Gearmaking_in_Wind_Turbine_Applications,"The article ""Considerations for Gearmaking in Wind Turbine Applications"" should appear in the box below, but if you do not see it, you can download it here."
Power Transmissiom,Total System Efficiency,Gears, http://www.powertransmission.com/articles/0210/Total_System_Efficiency,"SummaryMuch of the industrial energy being consumed by systems is wasted through inefficiency. For this article, a system will be defined as the following components working together: electrical input power, variable frequency drives, induction motors, gearboxes and transmission elements (chains, belts, etc.)."
Power Transmissiom,Geography Quiz,Gears, http://www.powertransmission.com/articles/1019/Geography_Quiz,SummaryHow well do you know your public gear art? Match wits with the Power Play travel team by trying to identify the locations of these awesome works of public art. Answers at the bottom of the page!
Power Transmissiom,MPT Expo 2019 Booth Previews,Gears, http://www.powertransmission.com/articles/0919/MPT_Expo_2019_Booth_Previews,SummaryMPT Expo takes place October 15-17 at TCF CENTER (formerly the Cobo Center) in Detroit. Here are booth previews of some of the exhibitors most relevant to buyers of mechanical power transmission components.
Power Transmissiom,Testing of Alternative Spiral Bevel and Hypoid Gear Theory,Gears, http://www.powertransmission.com/articles/0814/Testing_of_Alternative_Spiral_Bevel_and_Hypoid_Gear_Theory,"SummaryFollowing is a presentation of a gear design based upon a theoretically perfect gear technology, for which an overview is offered for consideration. What follows is a report on the design's testing and subsequent manufacture of a hypoid gear pair for a 1999 Ford Mustang."
Power Transmissiom,Product News,Gears, http://www.powertransmission.com/articles/1217/Product_News,"SummaryThe complete Product News section from the December 2017 issue of Power Transmission Engineering, featuring the latest from SKF, R+W, Brecoflex, Nexen, GÃ¼del, Renold Gears, Hansford Sensors, Ogura Industrial, Igus, Destaco, RÃ¶hm and Iwis."
Power Transmissiom,A Case for Large-Scale Manufacturing,Gears, http://www.powertransmission.com/articles/1011/A_Case_for_Large-Scale_Manufacturing,"The article ""A Case for Large-Scale Manufacturing"" should appear in the box below, but if you do not see it, you can download it here."
Power Transmissiom,CFD Simulation of Geared Transmissions with Injection Lubrication,Gears, http://www.powertransmission.com/articles/0819/CFD_Simulation_of_Geared_Transmissions_with_Injection_Lubrication,"SummaryIn this study, a finite volume CFD simulation model of a single-stage injection-lubricated test gearbox was applied to investigate its oil flow and no-load power loss. The results provide physically plausible information on the oil supply and its distribution."
Power Transmissiom,Industry News,Gears, http://www.powertransmission.com/articles/1218/Industry_News,Archive > 2018 > December 2018 > Industry News
Power Transmissiom,Development of an Actuator for Ambient to Cryo Application,Gears, http://www.powertransmission.com/articles/1210/Development_of_an_Actuator_for_Ambient_to_Cryo_Application,"SummaryDuring the qualification campaign of the NIRSpec (near-infrared spectrometer) instrument mechanism, the actuator could not achieve the expected lifetime that had been extended during the development phase. The initial design could not be adapted to the requested number of revolutions during that phase. Consequently the actuator needed to be modified so that the function of the mechanism would not be endangered or, by extension, the overall function of the NIRSpec instrument. The modification included a change of the overall actuator designâÂ”internal dimensions, tolerances, materials, lubrication and assembly processâÂ”while keeping the interface to the mechanism, mass and function."
Power Transmissiom,Diametral Pitch Calculation,Gears, http://www.powertransmission.com/articles/0415/Diametral_Pitch_Calculation,"SummaryCircular pitch gives me the size of the teeth in my mind, but diametral pitch does not. What is the purpose of the diametral pitch concept? Does it merely avoid pi in calculation?"
Power Transmissiom,How to Get the Most Realistic Efficiency Calculation for Gearboxes,Gears, http://www.powertransmission.com/articles/0415/How_to_Get_the_Most_Realistic_Efficiency_Calculation_for_Gearboxes,Archive > 2015 > April 2015 > How to Get the Most Realistic Efficiency Calculation for Gearboxes
Power Transmissiom,Product News,Gears, http://www.powertransmission.com/articles/0415/Product_News,"KeywordsRegal Beloit, Bosch Rexroth, Asahi Intecc, Miki Pulley, Voith, Warner Linear, Altra Motion, Bell-Everman, Ruland Manufacturing, Bonfiglioli, Kluber Lubrication, Mesys AG, Ringfeder, AKGears"
Power Transmissiom,Calculation of the Efficiency of Worm Gear Drives,Gears, http://www.powertransmission.com/articles/0615/Calculation_of_the_Efficiency_of_Worm_Gear_Drives,Archive > 2015 > June 2015 > Calculation of the Efficiency of Worm Gear Drives
Power Transmissiom,There Is a Great Future in Plastics,Gears, http://www.powertransmission.com/articles/0415/There_Is_a_Great_Future_in_Plastics,Archive > 2015 > April 2015 > There Is a Great Future in Plastics
Power Transmissiom,The 5 Golden Rules of Gear Buying,Gears, http://www.powertransmission.com/articles/0215/The_5_Golden_Rules_of_Gear_Buying,Archive > 2015 > February 2015 > The 5 Golden Rules of Gear Buying
Power Transmissiom,Gear Span Measurements,Gears, http://www.powertransmission.com/articles/0817/Gear_Span_Measurements,"The article ""Gear Span Measurements"" should appear in the box below, but if you do not see it, you can download it here."
Power Transmissiom,Wall to Wall Technology,Gears, http://www.powertransmission.com/articles/0814/Wall_to_Wall_Technology,"SummaryWith the addition of Industrial Automation North America (IANA) as well as Motion, Drive & Automation North America(MDA NA), IMTS 2014 has greatly expanded its range of manufacturing technology services. These co-located shows complement the metalworking solutions found at IMTS by bringing in key suppliers from around the world."
Power Transmissiom,Working in AutoCAD,Gears, http://www.powertransmission.com/articles/0414/Working_in_AutoCAD,"The article ""Working in AutoCAD"" should appear in the box below, but if you do not see it, you can download it here."
Power Transmissiom,How to Spec a Mill Gear,Gears, http://www.powertransmission.com/articles/0214/How_to_Spec_a_Mill_Gear,"SummaryThis paper outlines the design considerations that go into construction of a drive system in order to explain the importance of specific data, why it is required, and where design freedom is necessary. Apart from loads and speeds, interface dimensions and site specific conditions are also needed. Deciding up front which gear rating practice to select can affect the torque capacity of the drive train by ~15%."
Power Transmissiom,Dont Tap the Glass,Gears, http://www.powertransmission.com/articles/0615/Dont_Tap_the_Glass,Archive > 2015 > June 2015 > Dont Tap the Glass
Power Transmissiom,Specifying a Gear - Ask the Expert,Gears, http://www.powertransmission.com/articles/0214/Specifying_a_Gear_-_Ask_the_Expert,"The article ""Specifying a Gear - Ask the Expert"" should appear in the box below, but if you do not see it, you can download it here."
Power Transmissiom,Industry News,Gears, http://www.powertransmission.com/articles/1216/Industry_News,"KeywordsBaldor Electric, Timken, Renold Gears, Hansford Sensors, Parsons Peebles, Beckhoff Automation, PTDA, Hydraulic Institute"
Power Transmissiom,Gear Materials,Gears, http://www.powertransmission.com/articles/0417/Gear_Materials,"SummaryA reader wants to know how to figure out the fatigues strength, tooth root tension and other technical values of new, high-performance gear materials."
Power Transmissiom,Harvesting Knowledge,Gears, http://www.powertransmission.com/articles/0817/Harvesting_Knowledge,"SummaryThe season of harvest is upon us. And I don't mean crops, although here in the U.S. Midwest, there's plenty of that going on, too. No, what I mean is knowledge, because in addition to being the end of the growing season, the transition between summer and fall also marks the busiest time of year when it comes to trade shows, conferences and industry gatherings."
Power Transmissiom,Crowning Spur Teeth - Ask the Expert - December 2013 PTE,Gears, http://www.powertransmission.com/articles/1213/Crowning_Spur_Teeth_-_Ask_the_Expert_-_December_2013_PTE,"The article ""Crowning Spur Teeth - Ask the Expert - December 2013 PTE"" should appear in the box below, but if you do not see it, you can download it here."
Power Transmissiom,Worm Gear Cutting,Gears, http://www.powertransmission.com/articles/0816/Worm_Gear_Cutting,"SummaryI have a fairly straightforward question about a worm gear segment. But as of yet, I havenâÂ™t gotten a straight answer from any of the gear job shops IâÂ™ve approached about this job. Is there a ""traditional"" gear cutting method that can produce a ~180 degree enveloping worm gear segment when a feature on the back of the part will interfere with a complete rotation of the part? Or am I left with only the option of 4- or 5-axis surfacing with a CNC mill? I have presented this part to several well-known gear shops in the U.S. without a straight answer on how the part can be made. Any help you could offer would be appreciated."
Power Transmissiom,Industry News,Gears, http://www.powertransmission.com/articles/1213/Industry_News,"KeywordsSumitomo, PTDA, ABB, Metallized Carbon, REM-C, Precipart, Altra, Svendborg Brakes, GE, Allen Gears, Emerson, Santasalo, Moventas, CSIA, Rexnord, Precision Gear, Merit Gear, FANUC, Beaver Aerospace"
Power Transmissiom,Is Splash Lubrication Compatible with Efficient Gear Units for High-Speed Applications,Gears, http://www.powertransmission.com/articles/1015/Is_Splash_Lubrication_Compatible_with_Efficient_Gear_Units_for_High-Speed_Applications,"SummaryA thermo-mechanical model of a splash lubricated one-stage gear unit is presented. This system corresponds to a first step towards the design of a hybrid vehicle gearbox that can operate up to 40,000 rpm on its primary shaft. The numerical model is based on the thermal network method and takes into account power losses due to teeth friction, rolling-elements bearings and oil churning. Some calculations underline that oil churning causes a high amount of power loss. A simple method to reduce this source of power losses is presented, and its influence on the gear unit efficiency and its thermal capacity is computed."
Power Transmissiom,"Gear Design Software, Engineer Beware",Gears," http://www.powertransmission.com/articles/0214/Gear_Design_Software,_Engineer_Beware","SummaryWhen software goes bad, what do we call it? System failure? Human failure? A virus? A number of words will work. How about this? Glitch. It has that onomatopoeic quality that fairly screams, Downtime! And with good reason -- software-generated miscalculations can have very expensive -- if not perilous -- repercussions."
Power Transmissiom,Engineering Showcase 2016,Gears, http://www.powertransmission.com/articles/0316/Engineering_Showcase_2016,"SummaryOne of our goals at Power Transmission Engineering is to help you understand, identify and select the best technology for your mechanical power transmission or motion control applications. With every project, you have to decide which components to use, and which suppliers, based on functionality, quality and price. We aim to help you make those decisions informed by providing the latest information on current technology, especially when it comes to mechanical components."
Power Transmissiom,Engineering Showcase - Gears and Gear Drives,Gears, http://www.powertransmission.com/articles/0919/Engineering_Showcase_-_Gears_and_Gear_Drives,"The article ""Engineering Showcase - Gears and Gear Drives"" should appear in the box below, but if you do not see it, you can download it here."
Power Transmissiom,Mutiple Gearset-Type Calculation Software,Gears, http://www.powertransmission.com/articles/0915/Mutiple_Gearset-Type_Calculation_Software,Archive > 2015 > September 2015 > Mutiple Gearset-Type Calculation Software
Power Transmissiom,"Frictionless, Magnetic Gears and Couplings Gain Traction",Gears," http://www.powertransmission.com/articles/0210/Frictionless,_Magnetic_Gears_and_Couplings_Gain_Traction","SummaryThe Magnetic Gearing and Turbine Corp. (MGT), founded by Australian inventor Andrew French in 2000, manufactures injection molded gears and couplings based entirely on magnetic technology. The repulsive magnetic forces are used to transmit power without losing any energy, and drive shafts rotate completely independently of each other."
Power Transmissiom,"Mathematical Modeling for the Design of Spiroid, Helical, Spiral Bevel and Worm Gears",Gears," http://www.powertransmission.com/articles/0415/Mathematical_Modeling_for_the_Design_of_Spiroid,_Helical,_Spiral_Bevel_and_Worm_Gears","Archive > 2015 > April 2015 > Mathematical Modeling for the Design of Spiroid, Helical, Spiral Bevel and Worm Gears"
Power Transmissiom,"Determining Diametral Pitch, Center Distance",Gears," http://www.powertransmission.com/articles/1016/Determining_Diametral_Pitch,_Center_Distance","SummaryI need help determining the diametral pitch needed to achieve the closest center-to-center distance for 2 spur gears. The 1st gear is a 34-tooth and the 2nd gear is a 28-tooth. The center-to-center distance between the gears needs to be as close to 2 1/8"" as possible."
Power Transmissiom,Optimization of Power Density by Local Gear Failure Modeling,Gears, http://www.powertransmission.com/articles/0319/Optimization_of_Power_Density_by_Local_Gear_Failure_Modeling,SummaryPower density is a key factor in gear design. Increasing the power density enables engineers to use smaller gears for their applications which lead to smaller and lighter gear boxes. The benefit for example for the automotive industry is less moving load in the vehicles and therefor a reduction of fuel consumption and subsequently a reduction of CO2 emission. The limiting factor for the increase in power density of gears is the material strength in regard to the critical failure mode.
Power Transmissiom,Low-Efficiency Motors and Gears Still Prevalent,Gears, http://www.powertransmission.com/articles/1014/Low-Efficiency_Motors_and_Gears_Still_Prevalent,"SummaryElectric motor-driven systems are the single largest enduser of electricity, accounting for over 40% of global consumption according to the International Energy Agency."
Power Transmissiom,"Gears, Fluid Power and Electric",Gears," http://www.powertransmission.com/articles/0219/Gears,_Fluid_Power_and_Electric","Archive > 2019 > February 2019 > Gears, Fluid Power and Electric"
Power Transmissiom,Experimental Determination of Oil Rheology Parameters to be Implemented in Power Loss Predictions of Gears and Rolling Element Bearings,Gears, http://www.powertransmission.com/articles/0419/Experimental_Determination_of_Oil_Rheology_Parameters_to_be_Implemented_in_Power_Loss_Predictions_of_Gears_and_Rolling_Element_Bearings,"SummaryRheology models express the way tribological conditions translate to shear stress of the lubricant and friction force on the interacting surfaces. Due to the complexity of the lubricant rheology, the friction coefficient is usually obtained experimentally either under the same operating conditions or by curve fitting in a properly chosen friction map. The current study aims at determining the rheological parameters of a lubricant based on friction measurements carried out on a commercial, readily available ball-on-disc machine."
Power Transmissiom,Alternative to Ni-Bearing Carburizing Steels,Gears, http://www.powertransmission.com/articles/0616/Alternative_to_Ni-Bearing_Carburizing_Steels,"SummaryStandard carburizing steel 18CrNiMo7-6 is often used when high hardenability is required, but due to its highly fluctuating price, there has always been an incentive to develop Ni-free steel grades. The 23MnCrMo5-5-2 âÂ” or Jomasco 23mod âÂ” has been developed for this purpose. But to ensure smooth substitution within existing production lines, a number of points must be addressed: first, checking the response to carburizing treatments; and second, having similar mechanical properties with identical tooth root bending performance on gears. The latter is the purpose of this paper."
Power Transmissiom,An Open-And-Shut Case: Greases for Gear Applications,Gears, http://www.powertransmission.com/articles/0916/An_Open-And-Shut_Case:_Greases_for_Gear_Applications,"SummaryFor the lubrication of open gear drives used in different industrial applications such as cement and coal mills, rotary furnaces, or where the sealing conditions are difficult, semi-fluid greases are often used in preference to fluid oils. For girth gear applications the greases are used with a splash or spray lubrication system. The selection of such greases influences pitting lifetime and the load-carrying capacity of the gears, as well as wear behavior"
Power Transmissiom,High Gear Ratio Epicyclic Drives,Gears, http://www.powertransmission.com/articles/0616/High_Gear_Ratio_Epicyclic_Drives,"SummaryReferencing a June 2014 Article, âÂœHigh Gear Ratio Epicyclic Drives Analysis,âÂÂ by Dr. Alex Kapelevich: I have designed a small compound epicyclic gearbox with common planets. Sun = 10 teeth Planet = 14 teeth Ring Gear stationary = 38 teeth Ring gear output = 41 teeth profile shifted onto a 38 tooth pitch diameter. Carriers are simply cages for the planet alignment and location. According to your article, and according to my calculations and the prototype I have built, my inputto- output ratio is a reduction of 65.6:1. I am using a ~ VG1 viscosity grease and Nylatron materials for the gears and carriers."
Power Transmissiom,"He Shoots, He Scores!",Gears," http://www.powertransmission.com/articles/0416/He_Shoots,_He_Scores!","SummaryThereâÂ™s nothing quite as satisfying as scoring a goal. Here at Power Transmission Engineering, our goal is to provide you with as much relevant educational and technical material as possible, and every issue we strive to cover the subjects of power transmission and motion control from as many different angles as possible, so that no matter your job title, and no matter your industry, if gears, bearings, motors and related components are important to you, weâÂ™ve got you covered."
Power Transmissiom,Clutches: Declassified,Gears, http://www.powertransmission.com/articles/0316/Clutches:_Declassified,"SummaryIn the world of PT components, the clutch gets absolutely no recognition whatsoever. There are entire magazines dedicated to gears, bearings and motors, but clutches get very little press outside of the automotive industry."
Power Transmissiom,Engineering Smart,Gears, http://www.powertransmission.com/articles/0216/Engineering_Smart,"SummaryOur theme for 2016 is âÂœEngineering Smart.âÂÂ Our goal as a publication is to help you engineer better systems, taking advantage of the latest in technology to create mechanical systems that last longer, save energy, cost less and increase performance. The way we do that is by bringing you the best information possible on the design and engineering of gears, gear drives, bearings, motors, couplings and related power transmission components and systems."
Power Transmissiom,2016 PTE Buyers Guide,Gears, http://www.powertransmission.com/articles/1216/2016_PTE_Buyers_Guide,"SummaryA comprehensive directory of suppliers of gears, bearings, motors, couplings and other mechanical power transmission and motion control components."
Power Transmissiom,Engineering Showcase 2018,Gears, http://www.powertransmission.com/articles/0318/Engineering_Showcase_2018,"SummaryWe are pleased to present our fourth annual Engineering Showcase, a celebration of some of the leading products and companies in mechanical power transmission. In the pages that follow, you'll find examples of engineering excellence and technological know-how in the field of gears, drives, couplings, machine parts and other mechanical components."
Power Transmissiom,Your Search Starts Here,Gears, http://www.powertransmission.com/articles/1218/Your_Search_Starts_Here,Archive > 2018 > December 2018 > Your Search Starts Here
Power Transmissiom,Battle Bots - Victorian Edition,Gears, http://www.powertransmission.com/articles/0417/Battle_Bots_-_Victorian_Edition,"SummaryAirships, gears, robots, steam power and buzzer-beating theatrics highlight the 2017 FIRST (For Inspiration and Recognition of Science and Technology) Robotics Competition known as FIRST Steamworks."
Power Transmissiom,The Big Picture,Gears, http://www.powertransmission.com/articles/0217/The_Big_Picture,"SummaryWhen you work day-in and day-out with components like gears, bearings or electric motors, for example, it's easy to forget that those components are always part of a much bigger system."
Power Transmissiom,Core Subjects,Gears, http://www.powertransmission.com/articles/1019/Core_Subjects,"Summarymagazine. Instead of focusing on a specific industry, we focus on specific subject: namely, the mechanical power transmission components that drive many different types of machinery. So we find ourselves continuously writing about the same things: gears, bearings, motors, gear drives and so on. But this is a good thing."
Power Transmissiom,It Doesn't End Here,Gears, http://www.powertransmission.com/articles/1216/It_Doesn't_End_Here,"SummaryThis issue, we're pleased to present our annual Buyers Guide. It's our comprehensive directory of suppliers of mechanical components, including gears, bearings, motors, couplings, clutches, brakes, gear drives and more. This directory represents our best effort to give you updated information about the companies who can provide you with the components you need to design, build and maintain better machinery."
Power Transmissiom,Run Like the Wind - Windpower Conference Heads to Chicago,Gears, http://www.powertransmission.com/articles/0409/Run_Like_the_Wind_-_Windpower_Conference_Heads_to_Chicago,"SummaryWind is the talk of the town. It has become especially relevant to the power transmission community where bearings, gears, couplings, motors and gearboxes are providing the equipment for this thriving alternative energy industry. It comes as no surprise that the Windpower 2009 Conference and Exhibition, arriving in Chicago from May 4âÂ“7, will be the largest gathering of wind energy professionals and technologies to date."
Power Transmissiom,"Motion, Drive and Automation at Hannover Messe 2013",Gears," http://www.powertransmission.com/articles/0213/Motion,_Drive_and_Automation_at_Hannover_Messe_2013","SummaryPower transmission and motion control companies will be on-hand during Hannover Messe 2013 to display the latest technology offerings in key product categories including roller bearings, gears, pumps, motors, transmissions, drive system components, clutches and braking systems."
Power Transmissiom,Preventing Fretting Fatigue in Blade Dovetail Roots by Modifying Geometry of Contact Surfaces,Gears, http://www.powertransmission.com/articles/0813/Preventing_Fretting_Fatigue_in_Blade_Dovetail_Roots_by_Modifying_Geometry_of_Contact_Surfaces,"SummaryDovetails, gears and splines have been widely used in aero engines where fretting is an important failure mode due to loading variation and vibration during extended service. Failure caused by fretting fatigue becomes a prominent issue when service time continues beyond 4,000 hours. In some cases, microslip at the edge of a contact zone can reduce the life by as much as 40âÂ“60 percent."
Power Transmissiom,Gearbox Bearing Service Life: A Matter of Mastering Many Design Parameters,Gears, http://www.powertransmission.com/articles/0412/Gearbox_Bearing_Service_Life:_A_Matter_of_Mastering_Many_Design_Parameters,"SummaryThe availability of high-strength shaft materials, in combination with bearings with high carrying capacity, allows use of slimmer shafts. However, the modulus of elasticity remains the same, so seat design for bearings and gears must be given close attention."
Power Transmissiom,Intermetallic Nickel-Titanium Alloys for Oil-Lubricated Bearing Applications,Gears, http://www.powertransmission.com/articles/0809/Intermetallic_Nickel-Titanium_Alloys_for_Oil-Lubricated_Bearing_Applications,"SummaryNitinol 60 (60NiTi), an intermetallic nickel-titanium alloy containing 60 wt % nickel and 40 wt % titanium, is shown to be a promising material for oil-lubricated, rolling and sliding contact applications such as bearings and gears."
Power Transmissiom,Gear Expo - Gear Buyers Bonanza,Gears, http://www.powertransmission.com/articles/0813/Gear_Expo_-_Gear_Buyers_Bonanza,"SummaryIf youâÂ™re reading this magazine, there's a good chance you're somehow involved in the design, specification or purchase of gears or geared products. As such, I urge you to make plans now to attend Gear Expo in Indianapolis, September 17-19"
Power Transmissiom,Rolling-Element Bearing Analysis,Gears, http://www.powertransmission.com/articles/0613/Rolling-Element_Bearing_Analysis,"SummaryThis article describes how more sophisticated modeling techniques allow the latest software to identify design issues with bearings, shafts, gears and complicated multi-body systems."
Power Transmissiom,Seeking Suppliers,Gears, http://www.powertransmission.com/articles/1013/Seeking_Suppliers,"SummaryLast month's Gear Expo in Indianapolis provided a great opportunity to meet potential suppliers of mechanical power transmission components -- mostly gears and gear drives, of course, but also a smattering of suppliers of bearings and motors as well."
Power Transmissiom,Influence of Gear Loads on Spline Couplings,Gears, http://www.powertransmission.com/articles/0214/Influence_of_Gear_Loads_on_Spline_Couplings,"SummaryInvolute splines are commonly used in gearboxes to connect gears and shafts, especially when high torque is transmitted through the coupling. The load is shared among multiple teeth around the coupling circumference, resulting in higher load capacity than a conventional single key. However, the total load is not equally shared among all spline teeth, mainly because of pitch deviations resulting from the manufacturing process. The load distribution along the spline engagement length is also nonuniform because of tooth misalignments and shaft torsional effects. This paper presents an investigation of the influence of spur gear loads on the load distribution of spline teeth."
Power Transmissiom,Motors and Motion Meet in St. Louis,Gears, http://www.powertransmission.com/articles/1214/Motors_and_Motion_Meet_in_St._Louis,"SummaryThe motors might be small, but the big-brain technology driving these electrical wonders was on full display at the 2014 Small Motor & Motion Association Fall Technical Conference, convened November 4-6 in St. Louis, MO. SMMA, the manufacturing trade association (120 members strong) that tends to the best interests of the electric motor and motion control industries âÂ” including manufacturers, suppliers, users, consultants and universities âÂ” played gracious host to a wide array of presenters from an equally diverse range of sources âÂ” from academia to the federal government. Like gears, motors are most everywhere, as evidenced by SMMAâÂ™s membership (consumer-, public interest-, national defense- and commercial-oriented) demographic which includes: appliance; transportation; medical equipment; office automation and computers; aerospace; and industrial automation. The associationâÂ™s mission: To âÂœserve as the principal voice of the electric motors and drives industryâÂÂ and to provide a forum to âÂœdevelop, collect and disseminate technical and management knowledge.âÂÂ"
Power Transmissiom,Top 5 Reasons To Go to Gear Expo,Gears, http://www.powertransmission.com/articles/0915/Top_5_Reasons_To_Go_to_Gear_Expo,Archive > 2015 > September 2015 > Top 5 Reasons To Go to Gear Expo
Power Transmissiom,Finite Element Evaluation of Bearing Instrumentation Method,Gears, http://www.powertransmission.com/articles/1214/Finite_Element_Evaluation_of_Bearing_Instrumentation_Method,"SummaryThis paper presents an evaluation of measurements being taken on a 750 kW wind turbine gearbox being tested by the National Renewable Energy Laboratory (NREL). High-speed stage gears and bearings have been identified as critical components of the gearbox; during gearbox testing, these components were instrumented and tests were developed to evaluate loads on high-speed tapered roller bearings (TRBs). In this paper an advanced finite element-based contact modeling procedure has been applied to model the high-speed stage with the bearings fully modeled in order to evaluate strain levels. A major conclusion is that the strains of the slotted grooves are at such a level that they have acceptable signal-to-noise levels. This was verified by the results of the initial experiments presented here."
Power Transmissiom,Gonzo Gear Design,Gears, http://www.powertransmission.com/articles/0414/Gonzo_Gear_Design,"The article ""Gonzo Gear Design"" should appear in the box below, but if you do not see it, you can download it here."
Power Transmissiom,Engineering Showcase 2014,Gears, http://www.powertransmission.com/articles/0314/Engineering_Showcase_2014,"SummaryWe are pleased to present our first annual Engineering Showcase, a celebration of some of the leading products and companies in mechanical power transmission. In the pages that follow, youâÂ™ll find examples of engineering excellence and technological know-how in the field of gears, drives, couplings, machine parts and other mechanical components."
Power Transmissiom,Best Practices for Gearbox Assembly and Disassembly,Gears, http://www.powertransmission.com/articles/0314/Best_Practices_for_Gearbox_Assembly_and_Disassembly,"SummaryIn most applications, gearbox reliability is critical to the productivity of the overall plant operation. So it follows that when industry is looking at the best ways to increase efficiency, reduce downtime, and increase profitability, gearbox performance and reliability are key factors. Designing for repair, and writing effective repair procedures, can speed the service time, and provide a quality refurbishment. The best practices listed in this article are proven, effective methods used to install and remove bearings, seals, gears, couplings and shafts within a gearbox."
Power Transmissiom,Preventing Roller Bearing Failure,Gears, http://www.powertransmission.com/articles/1215/Preventing_Roller_Bearing_Failure,Archive > 2015 > December 2015 > Preventing Roller Bearing Failure
Power Transmissiom,"1 Worm and Spur Gears, English and Metric",Gears, http://www.powertransmission.com/news/1050/Worm-and-Spur-Gears-English-and-Metric/,    
Power Transmissiom,5 KISSsoft Determines Misalignment of Bevel Gears in Latest Update ,Gears, http://www.powertransmission.com/news/7640/KISSsoft-Determines-Misalignment-of-Bevel-Gears-in-Latest-Update-/,"  To determine the bevel gear misalignment, the displacements of the shafts can be directly determined in KISSsoft Release 03/2016 by linking the shaft files to the bevel contact analysis. "
Power Transmissiom,7 mG miniGears Installs Furnace Loading System ,Gears, http://www.powertransmission.com/news/1157/mG-miniGears-Installs-Furnace-Loading-System/,"  June 25, 2007—mG miniGears installed a furnace loading system in its powder metal department to avoid defects, especially for gears where small damage of the toothing can compromise the functionality of a component.   According to the company's press release, miniGears applied lean manufacturing techniques to powder pressing with continuous flow to sintering furnaces. Two presses feed a palletized holding area at the entrance of a 24"" belt furnace. Robots handle the compacted (green) parts in a fully automated production line, thereby avoiding any damage risk.  "
